Year;Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Coverage;Categories;Areas
2023;88;18606;Molecular Cell;journal;1097-4164, 1097-2765;Cell Press;No;No;9,332;Q1;473;373;1259;25245;14702;1091;10,62;67,68;39,06;3;United States;Northern America;1997-2026;"Cell Biology (Q1); Molecular Biology (Q1)";Biochemistry, Genetics and Molecular Biology
2023;89;19881;Advanced Materials;journal;0935-9648, 1521-4095;Wiley-Blackwell;No;No;9,191;Q1;709;2335;4805;171347;138644;4772;27,91;73,38;32,04;17;United States;Northern America;1989-2026;"Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Nanoscience and Nanotechnology (Q1)";"Engineering; Materials Science"
2023;90;28973;Journal of Econometrics;journal;0304-4076, 1872-6895;Elsevier B.V.;No;No;9,161;Q1;205;274;454;12843;3179;436;8,83;46,87;20,04;79;Netherlands;Western Europe;1973-2026;Economics and Econometrics (Q1);Economics, Econometrics and Finance
2023;91;17700156773;Synthesis Lectures on Artificial Intelligence and Machine Learning;book series;1939-4616, 1939-4608;Springer International Publishing;No;No;9,129;Q1;30;13;37;234;407;4;0,48;18,00;0,00;0;United States;Northern America;2009-2024;Artificial Intelligence (Q1);Computer Science
2023;92;21100786228;The Lancet Gastroenterology and Hepatology;journal;2468-1253;Elsevier Ltd;No;No;8,957;Q1;141;229;671;4946;7643;255;10,19;21,60;46,54;0;United Kingdom;Western Europe;2016-2026;"Gastroenterology (Q1); Hepatology (Q1)";Medicine
2023;93;19900191767;American Economic Journal: Applied Economics;journal;1945-7790, 1945-7782;American Economic Association;No;No;8,933;Q1;124;54;140;3650;883;140;5,02;67,59;25,19;48;United States;Northern America;2009-2025;Economics, Econometrics and Finance (miscellaneous) (Q1);Economics, Econometrics and Finance
2023;94;19700200701;Annual Review of Economics;journal;1941-1383, 1941-1391;Annual Reviews Inc.;No;No;8,925;Q1;97;28;88;2805;703;88;6,51;100,18;22,22;22;United States;Northern America;2010-2025;Economics and Econometrics (Q1);Economics, Econometrics and Finance
2023;95;24535;Acta Numerica;journal;1474-0508, 0962-4929;Cambridge University Press;No;No;8,913;Q1;94;7;19;1443;418;19;19,92;206,14;12,50;0;United Kingdom;Western Europe;1992-2025;"Mathematics (miscellaneous) (Q1); Numerical Analysis (Q1)";Mathematics
2023;96;19014;Nature Cell Biology;journal;1476-4679, 1465-7392;Nature Research;No;No;8,913;Q1;431;234;554;9350;6454;419;9,80;39,96;40,81;7;United Kingdom;Western Europe;1999-2026;Cell Biology (Q1);Biochemistry, Genetics and Molecular Biology
2023;97;28599;Reviews of Geophysics;journal;1944-9208, 8755-1209;John Wiley and Sons Inc;No;No;8,853;Q1;219;17;67;6358;1915;65;25,80;374,00;32,10;0;United States;Northern America;1963-2026;Geophysics (Q1);Earth and Planetary Sciences
2023;98;21101101215;Cell Genomics;journal;2666-979X;Cell Press;Yes;No;8,807;Q1;41;139;108;9611;943;82;8,73;69,14;38,69;4;United States;Northern America;2021-2026;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Genetics (Q1)";Biochemistry, Genetics and Molecular Biology
2023;99;22401;Journal of the American College of Cardiology;journal;1558-3597, 0735-1097;Elsevier Inc.;No;No;8,762;Q1;531;630;2377;15376;21642;1049;8,31;24,41;31,45;40;United States;Northern America;1983-2026;Cardiology and Cardiovascular Medicine (Q1);Medicine
2023;100;21100860945;Science Immunology;journal;2470-9468;American Association for the Advancement of Science;No;No;8,761;Q1;136;152;517;9197;7845;497;14,06;60,51;41,95;3;United States;Northern America;2016-2026;"Immunology (Q1); Immunology and Allergy (Q1)";"Immunology and Microbiology; Medicine"
2023;101;13839;Annual Review of Fluid Mechanics;book series;1545-4479, 0066-4189;Annual Reviews Inc.;No;No;8,751;Q1;243;27;60;3340;1859;59;26,69;123,70;18,75;1;United States;Northern America;1970-1971, 1973-2011, 2013-2026;Condensed Matter Physics (Q1);Physics and Astronomy
2023;102;21100199127;Advanced Energy Materials;journal;1614-6832, 1614-6840;John Wiley and Sons Inc;No;No;8,748;Q1;388;966;2207;74857;58634;2192;24,92;77,49;30,09;10;Germany;Western Europe;2011-2026;"Materials Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)";"Energy; Materials Science"
2023;103;21100888816;Signal Transduction and Targeted Therapy;journal;2059-3635, 2095-9907;Springer Nature;Yes;No;8,737;Q1;224;456;1099;58779;23800;660;20,67;128,90;41,30;12;United Kingdom;Western Europe;2016-2026;"Cancer Research (Q1); Genetics (Q1)";Biochemistry, Genetics and Molecular Biology
2023;104;21100228100;Advances in Optics and Photonics;journal;1943-8206;Optica Publishing Group (formerly OSA);No;No;8,735;Q1;99;14;42;4278;1323;39;27,20;305,57;12,50;0;United States;Northern America;2009-2025;"Atomic and Molecular Physics, and Optics (Q1); Water Science and Technology (Q1)";"Environmental Science; Physics and Astronomy"
2023;105;18902;IEEE Journal on Selected Areas in Communications;journal;1558-0008, 0733-8716;Institute of Electrical and Electronics Engineers Inc.;No;No;8,707;Q1;287;257;724;12639;13051;706;16,60;49,18;26,18;0;United States;Northern America;1983-2026;"Computer Networks and Communications (Q1); Electrical and Electronic Engineering (Q1)";"Computer Science; Engineering"
2023;106;14181;Annual Review of Neuroscience;book series;0147-006X, 1545-4126;Annual Reviews Inc.;No;No;8,658;Q1;278;20;76;2705;1153;76;13,02;135,25;40,00;0;United States;Northern America;1978-2025;Neuroscience (miscellaneous) (Q1);Neuroscience
2023;107;21101151587;eLight;journal;2662-8643, 2097-1710;Springer;Yes;Yes;8,650;Q1;43;24;30;1592;809;29;26,97;66,33;24,81;0;Singapore;Asiatic Region;2021-2026;"Atomic and Molecular Physics, and Optics (Q1); Electronic, Optical and Magnetic Materials (Q1)";"Materials Science; Physics and Astronomy"
2023;108;16860;The Lancet Neurology;journal;1474-4465, 1474-4422;Elsevier Ltd;No;No;8,589;Q1;398;274;801;5178;9585;329;10,26;18,90;43,88;0;United Kingdom;Western Europe;2002-2026;Neurology (clinical) (Q1);Medicine
2023;109;22581;Circulation;journal;0009-7322, 1524-4539;Lippincott Williams and Wilkins;No;No;8,415;Q1;712;519;2017;15417;27763;1299;13,37;29,71;34,26;0;United States;Northern America;1950-2026;"Cardiology and Cardiovascular Medicine (Q1); Physiology (medical) (Q1)";Medicine
2023;110;13443;Psychological Bulletin;journal;0033-2909, 1939-1455;American Psychological Association;No;No;8,412;Q1;396;29;108;6012;2531;107;16,67;207,31;62,16;9;United States;Northern America;1904-2025;"History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1)";"Arts and Humanities; Psychology"
2023;111;17700156509;Nature Reviews Cardiology;journal;1759-5010, 1759-5002;Nature Research;No;No;8,408;Q1;224;146;496;9418;7583;250;14,37;64,51;26,52;9;United Kingdom;Western Europe;2009-2026;Cardiology and Cardiovascular Medicine (Q1);Medicine
2023;112;29838;Journal of Accounting and Economics;journal;0165-4101;Elsevier B.V.;No;No;8,337;Q1;207;48;137;2875;862;135;4,78;59,90;22,73;7;Netherlands;Western Europe;1979-2026;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
2023;113;20191;Academy of Management Journal;journal;0001-4273;Academy of Management;No;No;8,271;Q1;410;73;226;7952;2228;224;8,32;108,93;39,89;9;United States;Northern America;1961, 1966-1968, 1973, 1975-2025;"Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)";Business, Management and Accounting
2023;114;4000151822;Nature Physics;journal;1745-2473, 1745-2481;Nature Research;No;No;8,228;Q1;367;417;1013;12425;11120;627;10,32;29,80;20,40;2;United Kingdom;Western Europe;2005-2026;Physics and Astronomy (miscellaneous) (Q1);Physics and Astronomy
2023;115;12429;Molecular Cancer;journal;1476-4598;BioMed Central Ltd;Yes;No;8,222;Q1;242;189;512;23846;14298;436;23,28;126,17;38,40;2;United Kingdom;Western Europe;2002-2026;"Cancer Research (Q1); Molecular Medicine (Q1); Oncology (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine"
2023;116;21101101212;AI Open;journal;2666-6510;KeAi Communications Co.;Yes;No;8,119;Q1;26;21;46;1045;1896;44;19,78;49,76;32,18;0;China;Asiatic Region;2020-2025;"Artificial Intelligence (Q1); Computer Science Applications (Q1); Computer Vision and Pattern Recognition (Q1); Human-Computer Interaction (Q1); Information Systems (Q1); Software (Q1)";Computer Science
2023;117;28366;Gut;journal;1468-3288, 0017-5749;BMJ Publishing Group;No;No;8,052;Q1;385;404;1032;14463;16047;650;15,21;35,80;39,02;34;United Kingdom;Western Europe;1960-2026;Gastroenterology (Q1);Medicine
2023;118;21100203106;Foundations and Trends in Finance;journal;1567-2409, 1567-2395;Now Publishers Inc;No;No;8,051;Q1;26;2;4;435;15;4;5,50;217,50;0,00;1;United States;Northern America;2005-2015, 2017, 2020-2021, 2023-2025;"Economics and Econometrics (Q1); Finance (Q1)";Economics, Econometrics and Finance
2023;119;5200152836;Synthesis Lectures on Communication Networks;book series;1935-4185;Morgan and Claypool Publishers;No;No;7,993;Q1;13;0;2;0;40;2;0,00;0,00;0,00;0;United States;Northern America;2006, 2009-2018, 2020;"Computer Networks and Communications (Q1); Hardware and Architecture (Q1); Software (Q1)";Computer Science
2023;120;21100773752;Nature Microbiology;journal;2058-5276;Nature Research;No;No;7,982;Q1;176;249;621;12456;9556;466;12,91;50,02;39,43;16;United Kingdom;Western Europe;2016-2026;"Applied Microbiology and Biotechnology (Q1); Cell Biology (Q1); Genetics (Q1); Immunology (Q1); Microbiology (Q1); Microbiology (medical) (Q1)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
2023;121;21100220495;The Lancet Respiratory Medicine;journal;2213-2619, 2213-2600;Elsevier Ltd;No;No;7,965;Q1;212;282;958;5209;12003;438;11,63;18,47;43,02;0;United Kingdom;Western Europe;2013-2026;Pulmonary and Respiratory Medicine (Q1);Medicine
2023;122;21100831443;Nature Biomedical Engineering;journal;2157-846X;Nature Research;No;No;7,951;Q1;166;151;439;8858;8615;345;20,81;58,66;30,22;7;United Kingdom;Western Europe;2017-2026;"Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Computer Science Applications (Q1); Medicine (miscellaneous) (Q1)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Computer Science; Engineering; Medicine"
2023;123;26038;Endocrine Reviews;journal;1945-7189, 0163-769X;Endocrine Society;No;No;7,922;Q1;326;41;94;10376;2380;94;23,06;253,07;42,91;5;United States;Northern America;1980-2026;"Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine"
2023;124;6400153137;Journal of Thoracic Oncology;journal;1556-1380, 1556-0864;Elsevier Inc.;No;No;7,879;Q1;204;254;800;6398;7502;393;9,75;25,19;39,01;23;United States;Northern America;2006-2026;"Medicine (miscellaneous) (Q1); Oncology (Q1); Pulmonary and Respiratory Medicine (Q1)";Medicine
2023;125;17437;Nature Reviews Neuroscience;journal;1471-0048, 1471-003X;Springer Nature;No;No;7,860;Q1;510;109;404;9497;4522;255;11,00;87,13;41,21;1;United Kingdom;Western Europe;2000-2026;Neuroscience (miscellaneous) (Q1);Neuroscience
2023;126;21100420583;JAMA Oncology;journal;2374-2445, 2374-2437;American Medical Association;No;No;7,843;Q1;208;340;1201;6043;10200;501;8,01;17,77;39,87;41;United States;Northern America;2015-2026;"Cancer Research (Q1); Oncology (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine"
2023;127;21100972445;Nature Reviews Physics;journal;2522-5820;Springer International Publishing;Yes;No;7,833;Q1;110;135;376;8768;5850;189;16,81;64,95;19,66;5;United Kingdom;Western Europe;2019-2026;Physics and Astronomy (miscellaneous) (Q1);Physics and Astronomy
2023;128;21100356804;The Lancet Psychiatry;journal;2215-0374, 2215-0366;Elsevier Ltd;No;No;7,827;Q1;176;219;882;4186;9421;315;7,92;19,11;49,48;0;United Kingdom;Western Europe;2014-2026;"Biological Psychiatry (Q1); Psychiatry and Mental Health (Q1)";"Medicine; Neuroscience"
2023;129;23157;Strategic Management Journal;journal;1097-0266, 0143-2095;John Wiley and Sons Ltd;No;No;7,820;Q1;370;111;283;9272;2808;282;9,16;83,53;29,89;29;United Kingdom;Western Europe;1980-2026;"Business and International Management (Q1); Strategy and Management (Q1)";Business, Management and Accounting
2023;130;17899;Progress in Materials Science;journal;1873-2208, 0079-6425;Elsevier Ltd;No;No;7,796;Q1;278;130;200;50268;8285;198;37,09;386,68;26,45;2;United Kingdom;Western Europe;1961, 1963, 1968-1970, 1972-1974, 1976, 1978-1986, 1988-2026;Materials Science (miscellaneous) (Q1);Materials Science
2023;131;16160;Review of Finance;journal;1573-692X, 1572-3097;Oxford University Press;No;No;7,769;Q1;91;61;129;3138;839;128;6,13;51,44;16,25;30;United Kingdom;Western Europe;2001-2002, 2004-2026;"Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
2023;132;24972;ACM Transactions on Graphics;journal;1557-7368, 0730-0301;Association for Computing Machinery;No;No;7,766;Q1;279;268;848;17376;8857;848;9,97;64,84;20,96;1;United States;Northern America;1982-2025;Computer Graphics and Computer-Aided Design (Q1);Computer Science
2023;133;5300152732;Cell Host and Microbe;journal;1934-6069, 1931-3128;Cell Press;No;No;7,760;Q1;270;206;616;11486;8718;459;12,72;55,76;42,68;7;United States;Northern America;2007-2026;"Cancer Research (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Microbiology (Q1); Molecular Biology (Q1); Parasitology (Q1); Virology (Q1)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
2023;134;17978;Neuron;journal;1097-4199, 0896-6273;Cell Press;No;No;7,728;Q1;569;352;1178;23489;12013;937;9,23;66,73;38,83;9;United States;Northern America;1988-2026;Neuroscience (miscellaneous) (Q1);Neuroscience
2023;135;21100198409;Nature Climate Change;journal;1758-6798, 1758-678X;Nature Research;No;No;7,724;Q1;322;315;824;10035;12119;446;13,73;31,86;32,84;130;United Kingdom;Western Europe;2009, 2011-2026;"Environmental Science (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1)";"Environmental Science; Social Sciences"
2023;136;21100863710;Annual Review of Organizational Psychology and Organizational Behavior;journal;2327-0608;Annual Reviews Inc.;No;No;7,706;Q1;98;21;52;2494;817;49;14,19;118,76;44,23;10;United States;Northern America;2014-2025;"Applied Psychology (Q1); Organizational Behavior and Human Resource Management (Q1); Social Psychology (Q1)";"Business, Management and Accounting; Psychology"
2023;137;16721;Annual Review of Plant Biology;journal;1545-2123, 1543-5008;Annual Reviews Inc.;Yes;No;7,555;Q1;320;29;109;5021;2461;104;18,70;173,14;37,11;2;United States;Northern America;1996-2025;"Cell Biology (Q1); Molecular Biology (Q1); Physiology (Q1); Plant Science (Q1)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
2023;138;24204;Review of Economics and Statistics;journal;0034-6535, 1530-9142;MIT Press;No;No;7,553;Q1;219;107;220;4859;1301;220;5,07;45,41;25,00;93;United States;Northern America;1978-2025;"Economics and Econometrics (Q1); Social Sciences (miscellaneous) (Q1)";"Economics, Econometrics and Finance; Social Sciences"
2023;139;20635;Journal of Management;journal;0149-2063, 1557-1211;SAGE Publications Inc.;No;No;7,539;Q1;315;85;219;11119;3517;205;15,04;130,81;34,39;12;United States;Northern America;1975-2026;"Finance (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Economics, Econometrics and Finance"
2023;140;21100212318;Cancer Discovery;journal;2159-8274, 2159-8290;American Association for Cancer Research Inc.;No;No;7,533;Q1;265;365;1295;10161;13372;984;10,29;27,84;41,56;0;United States;Northern America;2011-2026;Oncology (Q1);Medicine
2023;141;17900156736;Journal of Hematology and Oncology;journal;1756-8722;BioMed Central Ltd;Yes;No;7,522;Q1;194;114;530;11430;12046;412;20,92;100,26;40,58;6;United Kingdom;Western Europe;2008-2026;"Cancer Research (Q1); Hematology (Q1); Molecular Biology (Q1); Oncology (Q1)";"Biochemistry, Genetics and Molecular Biology; Medicine"
2023;142;28980;Journal of Economic Perspectives;journal;0895-3309, 1944-7965;American Economic Association;No;No;7,496;Q1;253;42;124;2644;1279;124;7,29;62,95;42,27;35;United States;Northern America;1987, 1992-1994, 1996-2025;Economics and Econometrics (Q1);Economics, Econometrics and Finance
2023;143;19700173023;Living Reviews in Solar Physics;journal;1614-4961, 2367-3648;Springer International Publishing AG;Yes;Yes;7,472;Q1;79;4;13;1893;348;13;24,25;473,25;10,00;0;Switzerland;Western Europe;2004-2025;"Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1)";"Earth and Planetary Sciences; Physics and Astronomy"
2023;144;5800207366;Nature Protocols;journal;1750-2799, 1754-2189;Springer Nature;No;No;7,419;Q1;339;149;491;8889;7996;486;13,05;59,66;35,43;4;United Kingdom;Western Europe;2006-2026;Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1);Biochemistry, Genetics and Molecular Biology
2023;145;21706;Annual Review of Genetics;book series;1545-2948, 0066-4197;Annual Reviews Inc.;No;No;7,366;Q1;214;19;71;3057;834;71;8,91;160,89;47,46;2;United States;Northern America;1970-2025;Genetics (Q1);Biochemistry, Genetics and Molecular Biology
2023;146;21100873499;Nature Sustainability;journal;2398-9629;Nature Publishing Group;Yes;No;7,366;Q1;174;251;511;9291;10779;375;18,61;37,02;34,29;98;United Kingdom;Western Europe;2018-2026;"Ecology (Q1); Food Science (Q1); Geography, Planning and Development (Q1); Global and Planetary Change (Q1); Management, Monitoring, Policy and Law (Q1); Nature and Landscape Conservation (Q1); Renewable Energy, Sustainability and the Environment (Q1); Urban Studies (Q1)";"Agricultural and Biological Sciences; Energy; Environmental Science; Social Sciences"
